Ticker,Headline,Article Link
ACN,"  Accenture PLC Cl A stock falls Monday, underperforms market",https://www.marketwatch.com/story/accenture-plc-cl-a-stock-falls-monday-underperforms-market-01636403643-7323ab9e4b25-c88f8e4a2243?mod=mw_quote_news
AAP,"  Advance Auto Parts Inc. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/advance-auto-parts-inc-stock-rises-friday-still-underperforms-market-01636752761-2f98983ca5a0?mod=mw_quote_news
AAP,"  Advance Auto Parts Inc. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/advance-auto-parts-inc-stock-rises-thursday-outperforms-market-01636666360-59e9b8917de7?mod=mw_quote_news
AAP,"  Advance Auto Parts Inc. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/advance-auto-parts-inc-stock-rises-wednesday-outperforms-market-01636579962-3fe5400e9aec?mod=mw_quote_news
AAP,  Advance Auto Parts Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/advance-auto-parts-inc-stock-outperforms-market-on-strong-trading-day-01636493563-f32a2c8aeb91?mod=mw_quote_news
AAP,  Advance Auto Parts Inc. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/advance-auto-parts-inc-stock-underperforms-monday-when-compared-to-competitors-01636403577-74e2be25e272-cd04d1c636b2?mod=mw_quote_news
A,"  Agilent Technologies Inc. stock rises Friday, outperforms market",https://www.marketwatch.com/story/agilent-technologies-inc-stock-rises-friday-outperforms-market-01636752761-c8548f23d164?mod=mw_quote_news
A,  Agilent Technologies Inc. stock underperforms Thursday when compared to competitors,https://www.marketwatch.com/story/agilent-technologies-inc-stock-underperforms-thursday-when-compared-to-competitors-01636666360-7815dc216211?mod=mw_quote_news
A,  Agilent Technologies Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/agilent-technologies-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636579958-99a63ffa3b04?mod=mw_quote_news
A,"  Agilent Technologies Inc. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/agilent-technologies-inc-stock-falls-tuesday-underperforms-market-01636493561-6a055b0751bd?mod=mw_quote_news
A,  Agilent Technologies Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/agilent-technologies-inc-stock-outperforms-market-on-strong-trading-day-01636403576-039e595e786a-2a045b886ac6?mod=mw_quote_news
ALB,"  Albemarle Corp. stock rises Friday, outperforms market",https://www.marketwatch.com/story/albemarle-corp-stock-rises-friday-outperforms-market-01636752900-3c2c960a0c12?mod=mw_quote_news
ALB,"  Albemarle Corp. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/albemarle-corp-stock-rises-thursday-outperforms-market-01636666505-aae5609e5384?mod=mw_quote_news
ALB,  Albemarle Corp. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/albemarle-corp-stock-underperforms-wednesday-when-compared-to-competitors-01636580100-55ab417a7f3c?mod=mw_quote_news
ALB,"  Albemarle Corp. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/albemarle-corp-stock-falls-tuesday-underperforms-market-01636493703-5f7f2972cefa?mod=mw_quote_news
ALB,"  Albemarle Corp. stock rises Monday, outperforms market",https://www.marketwatch.com/story/albemarle-corp-stock-rises-monday-outperforms-market-01636403723-5b3722b0d4f7-96e932ccc4e4?mod=mw_quote_news
LNT,  Alliant Energy Corp. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/alliant-energy-corp-stock-outperforms-competitors-despite-losses-on-the-day-01636754767-4bb542763d14?mod=mw_quote_news
LNT,"  Alliant Energy Corp. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/alliant-energy-corp-stock-falls-thursday-underperforms-market-01636668367-9995fb9cac8c?mod=mw_quote_news
LNT,"  Alliant Energy Corp. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/alliant-energy-corp-stock-rises-wednesday-outperforms-market-01636581971-e36e1eab68d4?mod=mw_quote_news
LNT,"  Alliant Energy Corp. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/alliant-energy-corp-stock-rises-tuesday-outperforms-market-01636495583-b9499bacb58b?mod=mw_quote_news
LNT,  Alliant Energy Corp. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/alliant-energy-corp-stock-underperforms-monday-when-compared-to-competitors-01636409170-46fee22d87a6?mod=mw_quote_news
MO,"  Altria Group Inc. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/altria-group-inc-stock-rises-friday-still-underperforms-market-01636754942-74f467f93d18?mod=mw_quote_news
MO,"  Altria Group Inc. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/altria-group-inc-stock-rises-thursday-outperforms-market-01636668540-2f25e956ff32?mod=mw_quote_news
MO,"  Altria Group Inc. stock falls Wednesday, still outperforms market",https://www.marketwatch.com/story/altria-group-inc-stock-falls-wednesday-still-outperforms-market-01636582157-ebd299173380?mod=mw_quote_news
MO,  Altria Group Inc. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/altria-group-inc-stock-underperforms-tuesday-when-compared-to-competitors-01636495763-01b4a3e905d9?mod=mw_quote_news
MO,"  Altria Group Inc. stock falls Monday, underperforms market",https://www.marketwatch.com/story/altria-group-inc-stock-falls-monday-underperforms-market-01636409344-39de4e815783?mod=mw_quote_news
AAL,  This holiday travel season will be a challenge — here’s how travelers can prepare themselves,https://www.marketwatch.com/story/this-holiday-travel-season-will-be-a-challenge-heres-how-travelers-can-prepare-themselves-11636607315?mod=mw_quote_news
AAL,"  American Airlines Group Inc. stock falls Friday, underperforms market",https://www.marketwatch.com/story/american-airlines-group-inc-stock-falls-friday-underperforms-market-01636752760-86a62c25d770?mod=mw_quote_news
AAL,"  American Airlines Group Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/american-airlines-group-inc-stock-falls-thursday-underperforms-market-01636666358-c627b6a21b0f?mod=mw_quote_news
AAL,  American Airlines Group Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/american-airlines-group-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636579960-e9a7e2ba73ca?mod=mw_quote_news
AAL,  American Airlines Group Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/american-airlines-group-inc-stock-outperforms-competitors-on-strong-trading-day-01636493561-0845b1a8f811?mod=mw_quote_news
AMT,"  American Tower REIT stock falls Friday, underperforms market",https://www.marketwatch.com/story/american-tower-reit-stock-falls-friday-underperforms-market-01636753010-dbf028b4c9fd?mod=mw_quote_news
AMT,"  American Tower REIT stock falls Thursday, underperforms market",https://www.marketwatch.com/story/american-tower-reit-stock-falls-thursday-underperforms-market-01636666611-187ac872ff3c?mod=mw_quote_news
AMT,"  American Tower REIT stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/american-tower-reit-stock-falls-wednesday-underperforms-market-01636580215-4dc844aeacea?mod=mw_quote_news
AMT,  American Tower REIT stock underperforms Tuesday when compared to competitors despite daily gains,https://www.marketwatch.com/story/american-tower-reit-stock-underperforms-tuesday-when-compared-to-competitors-despite-daily-gains-01636493814-9c00e1480db1?mod=mw_quote_news
AMT,"  American Tower REIT stock rises Monday, outperforms market",https://www.marketwatch.com/story/american-tower-reit-stock-rises-monday-outperforms-market-01636407415-9bd2e5e3d689?mod=mw_quote_news
AME,"  Ametek Inc. stock rises Friday, outperforms market",https://www.marketwatch.com/story/ametek-inc-stock-rises-friday-outperforms-market-01636752973-b88522fab3c9?mod=mw_quote_news
AME,  Ametek Inc. stock underperforms Thursday when compared to competitors,https://www.marketwatch.com/story/ametek-inc-stock-underperforms-thursday-when-compared-to-competitors-01636666579-c6ae69f7a900?mod=mw_quote_news
AME,"  Ametek Inc. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/ametek-inc-stock-rises-wednesday-outperforms-market-01636580172-24c4c5168f43?mod=mw_quote_news
AME,  Ametek Inc. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/ametek-inc-stock-outperforms-competitors-despite-losses-on-the-day-01636493774-000fbc0b7b37?mod=mw_quote_news
AME,  Ametek Inc. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/ametek-inc-stock-underperforms-monday-when-compared-to-competitors-01636407376-5af4ac225c1a?mod=mw_quote_news
ANSS,  Ansys Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/ansys-inc-stock-outperforms-competitors-on-strong-trading-day-01636753035-619749441c36?mod=mw_quote_news
ANSS,"  Ansys Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/ansys-inc-stock-falls-thursday-underperforms-market-01636666635-281e0f3daf8d?mod=mw_quote_news
ANSS,  Ansys Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/ansys-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636580234-cf14fc4dff68?mod=mw_quote_news
ANSS,  Ansys Inc. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/ansys-inc-stock-underperforms-tuesday-when-compared-to-competitors-01636493838-face923b5dd8?mod=mw_quote_news
ANSS,  Ansys Inc. stock underperforms Monday when compared to competitors,https://www.marketwatch.com/story/ansys-inc-stock-underperforms-monday-when-compared-to-competitors-01636407440-2083ef2d771c?mod=mw_quote_news
AAPL,  The anti-Cathie Wood ETF has landed. Here’s how it’s doing so far,https://www.marketwatch.com/story/the-anti-cathie-wood-etf-has-landed-heres-how-its-doing-so-far-11636656704?mod=mw_quote_news
AAPL,"  As Apple privacy change hinders Facebook and others, its own ad business stands to benefit",https://www.marketwatch.com/story/as-apple-privacy-change-hinders-facebook-and-others-its-own-ad-business-stands-to-benefit-11636718699?mod=mw_quote_news
AAPL,Opinion: What to know before making your holiday tech-stock wishlist,https://www.marketwatch.com/story/what-to-know-before-making-your-holiday-tech-stock-wishlist-11636750865?mod=mw_quote_news
AAPL,"  Democrats plan revamp for green cards in possible win for tech sector, as Republicans object",https://www.marketwatch.com/story/democrats-plan-revamp-for-green-cards-in-possible-win-for-tech-sector-as-republicans-object-11636739703?mod=mw_quote_news
AAPL,  U.S. Companies Face New Risks in a Changing China. What That Means for the Stocks.,https://www.marketwatch.com/articles/us-china-business-risks-51636707602?mod=mw_quote_news
AJG,"  Arthur J. Gallagher & Co. stock rises Friday, outperforms market",https://www.marketwatch.com/story/arthur-j-gallagher-co-stock-rises-friday-outperforms-market-01636752901-d64d7f3d360d?mod=mw_quote_news
AJG,  Arthur J. Gallagher & Co. stock outperforms market on strong trading day,https://www.marketwatch.com/story/arthur-j-gallagher-co-stock-outperforms-market-on-strong-trading-day-01636666501-7d8f9ede15df?mod=mw_quote_news
AJG,  Arthur J. Gallagher & Co. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/arthur-j-gallagher-co-stock-underperforms-wednesday-when-compared-to-competitors-01636580101-40cefd041dd5?mod=mw_quote_news
AJG,  Arthur J. Gallagher & Co. stock outperforms market on strong trading day,https://www.marketwatch.com/story/arthur-j-gallagher-co-stock-outperforms-market-on-strong-trading-day-01636493703-e9d7630830d5?mod=mw_quote_news
AJG,  Arthur J. Gallagher & Co. stock underperforms Monday when compared to competitors despite daily gains,https://www.marketwatch.com/story/arthur-j-gallagher-co-stock-outperforms-market-on-strong-trading-day-01636403719-22e0086c4a59-fbcc3dadad34?mod=mw_quote_news
ADSK,  Autodesk Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/autodesk-inc-stock-outperforms-market-on-strong-trading-day-01636752839-319c2b4dd84a?mod=mw_quote_news
ADSK,  Autodesk Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/autodesk-inc-stock-outperforms-market-on-strong-trading-day-01636666437-fe3ec7f4d47f?mod=mw_quote_news
ADSK,  Autodesk Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/autodesk-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636580036-e48117a64baf?mod=mw_quote_news
ADSK,  Autodesk Inc. stock underperforms Tuesday when compared to competitors despite daily gains,https://www.marketwatch.com/story/autodesk-inc-stock-underperforms-tuesday-when-compared-to-competitors-despite-daily-gains-01636493636-165cfb3782f6?mod=mw_quote_news
ADSK,  Autodesk Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/autodesk-inc-stock-outperforms-market-on-strong-trading-day-01636403654-bf847f0543aa-015864fb8f8a?mod=mw_quote_news
AVY,  Avery Dennison Corp. stock underperforms Friday when compared to competitors despite daily gains,https://www.marketwatch.com/story/avery-dennison-corp-stock-underperforms-friday-when-compared-to-competitors-despite-daily-gains-01636753114-ab4f15647bae?mod=mw_quote_news
AVY,"  Avery Dennison Corp. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/avery-dennison-corp-stock-falls-thursday-underperforms-market-01636666713-66f28da4483f?mod=mw_quote_news
AVY,  Avery Dennison Corp. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/avery-dennison-corp-stock-underperforms-wednesday-when-compared-to-competitors-01636580313-c7c505da58a8?mod=mw_quote_news
AVY,  Avery Dennison Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/avery-dennison-corp-stock-outperforms-market-on-strong-trading-day-01636493915-6a9f54e933da?mod=mw_quote_news
AVY,"  Avery Dennison Corp. stock rises Monday, still underperforms market",https://www.marketwatch.com/story/avery-dennison-corp-stock-rises-monday-still-underperforms-market-01636407518-4eae3db5d4dc?mod=mw_quote_news
BBWI,Opinion: 6 reasons this is a fresh multiyear bull market and 6 stocks in the surprising sector you should favor,https://www.marketwatch.com/story/6-reasons-this-is-a-fresh-multiyear-bull-market-and-6-stocks-in-the-surprising-sector-you-should-favor-11633701844?mod=mw_quote_news
BBWI,"  Victoria’s Secret introduces a mastectomy bra, part of a breast health campaign for the month of October",https://www.marketwatch.com/story/victorias-secret-introduces-a-mastectomy-bra-part-of-a-breast-health-campaign-for-the-month-of-october-11633100451?mod=mw_quote_news
BBWI,  Bath & Body Works earnings show strength beyond soap and hand sanitizer,https://www.marketwatch.com/story/bath-body-works-earnings-show-strength-beyond-soap-and-hand-sanitizer-11629487171?mod=mw_quote_news
BBWI,  Victoria’s Secret shows lower sales in first earnings report after spin-off,https://www.marketwatch.com/story/victorias-secret-shows-lower-sales-in-first-earnings-report-after-spin-off-11629319621?mod=mw_quote_news
BBWI,  Bath & Body Works Stock Is Rising. Earnings Crushed Estimates.,https://www.marketwatch.com/articles/bath-body-works-stock-earnings-51629320816?mod=mw_quote_news
BBY,  Best Buy Co. Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/best-buy-co-inc-stock-outperforms-competitors-on-strong-trading-day-01636753180-323b9a15fbfd?mod=mw_quote_news
BBY,"  Walmart preview: With inflation a top concern, Walmart is closing the price gap with Amazon",https://www.marketwatch.com/story/walmart-preview-with-inflation-a-top-concern-walmart-is-closing-the-price-gap-with-amazon-11636652456?mod=mw_quote_news
BBY,"  Best Buy Co. Inc. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/best-buy-co-inc-stock-rises-thursday-outperforms-market-01636666782-00b21085a4aa?mod=mw_quote_news
BBY,  Best Buy Co. Inc. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/best-buy-co-inc-stock-outperforms-competitors-despite-losses-on-the-day-01636580378-565861b37670?mod=mw_quote_news
BBY,  Best Buy Co. Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/best-buy-co-inc-stock-outperforms-competitors-on-strong-trading-day-01636493984-be8ecc8b6df4?mod=mw_quote_news
BLK,Opinion: BlackRock says net-zero pledges among clients have hit critical mass,https://www.marketwatch.com/story/blackrock-says-net-zero-pledges-among-clients-have-hit-critical-mass-11636656824?mod=mw_quote_news
BLK,"  BlackRock Inc. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/blackrock-inc-stock-rises-friday-still-underperforms-market-01636753243-00e37c6f2697?mod=mw_quote_news
BLK,  BlackRock Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/blackrock-inc-stock-outperforms-market-on-strong-trading-day-01636666841-776c438d8f26?mod=mw_quote_news
BLK,  BlackRock Inc. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/blackrock-inc-stock-underperforms-wednesday-when-compared-to-competitors-01636580444-2a9fc4ebb866?mod=mw_quote_news
BLK,"  BlackRock Inc. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/blackrock-inc-stock-rises-tuesday-outperforms-market-01636494051-874e4552bd72?mod=mw_quote_news
BWA,"  BorgWarner Inc. stock rises Friday, outperforms market",https://www.marketwatch.com/story/borgwarner-inc-stock-rises-friday-outperforms-market-01636753303-47841da38c42?mod=mw_quote_news
BWA,"  BorgWarner Inc. stock rises Thursday, outperforms market",https://www.marketwatch.com/story/borgwarner-inc-stock-rises-thursday-outperforms-market-01636666901-c63be354261b?mod=mw_quote_news
BWA,"  BorgWarner Inc. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/borgwarner-inc-stock-rises-wednesday-outperforms-market-01636580498-7b53ecfc73ca?mod=mw_quote_news
BWA,"  BorgWarner Inc. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/borgwarner-inc-stock-falls-tuesday-underperforms-market-01636494113-c4b7964d5240?mod=mw_quote_news
BWA,"  BorgWarner Inc. stock falls Monday, underperforms market",https://www.marketwatch.com/story/borgwarner-inc-stock-falls-monday-underperforms-market-01636407706-8d854f3e4e8c?mod=mw_quote_news
AVGO,"  Broadcom Inc. stock rises Friday, outperforms market",https://www.marketwatch.com/story/broadcom-inc-stock-rises-friday-outperforms-market-01636753109-71318bf85b97?mod=mw_quote_news
AVGO,  Broadcom Inc. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/broadcom-inc-stock-outperforms-competitors-on-strong-trading-day-01636666705-3b3500aca6c2?mod=mw_quote_news
AVGO,"  Broadcom Inc. stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/broadcom-inc-stock-falls-wednesday-underperforms-market-01636580304-0e5434825055?mod=mw_quote_news
AVGO,  Broadcom Inc. stock underperforms Tuesday when compared to competitors,https://www.marketwatch.com/story/broadcom-inc-stock-underperforms-tuesday-when-compared-to-competitors-01636493911-cfca67e39192?mod=mw_quote_news
AVGO,"  Broadcom Inc. stock rises Monday, still underperforms market",https://www.marketwatch.com/story/broadcom-inc-stock-rises-monday-still-underperforms-market-01636407511-12a710b1b6fb?mod=mw_quote_news
CHRW,  C.H. Robinson Worldwide Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/c-h-robinson-worldwide-inc-stock-outperforms-market-on-strong-trading-day-01636753438-86acebd4dbce?mod=mw_quote_news
CHRW,  C.H. Robinson Worldwide Inc. stock underperforms Thursday when compared to competitors,https://www.marketwatch.com/story/c-h-robinson-worldwide-inc-stock-underperforms-thursday-when-compared-to-competitors-01636667037-fa7676f33588?mod=mw_quote_news
CHRW,"  C.H. Robinson Worldwide Inc. stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/c-h-robinson-worldwide-inc-stock-falls-wednesday-underperforms-market-01636580634-0dc2ccbf0709?mod=mw_quote_news
CHRW,  C.H. Robinson Worldwide Inc. stock outperforms market despite losses on the day,https://www.marketwatch.com/story/c-h-robinson-worldwide-inc-stock-outperforms-market-despite-losses-on-the-day-01636494250-586d62e9e60b?mod=mw_quote_news
CHRW,"  C.H. Robinson Worldwide Inc. stock rises Monday, outperforms market",https://www.marketwatch.com/story/c-h-robinson-worldwide-inc-stock-rises-monday-outperforms-market-01636407843-8bafe2b5f4cb?mod=mw_quote_news
COF,"  Capital One Financial Corp. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/capital-one-financial-corp-stock-rises-friday-still-underperforms-market-01636753526-aa7aaad212b3?mod=mw_quote_news
COF,  Capital One Financial Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/capital-one-financial-corp-stock-outperforms-market-on-strong-trading-day-01636667125-8f86b415ff7d?mod=mw_quote_news
COF,"  Capital One Financial Corp. stock rises Wednesday, outperforms market",https://www.marketwatch.com/story/capital-one-financial-corp-stock-rises-wednesday-outperforms-market-01636580726-ae7ea6fd887d?mod=mw_quote_news
COF,"  Capital One Financial Corp. stock falls Tuesday, still outperforms market",https://www.marketwatch.com/story/capital-one-financial-corp-stock-falls-tuesday-still-outperforms-market-01636494334-bf1818fa9cd3?mod=mw_quote_news
COF,  Capital One Financial Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/capital-one-financial-corp-stock-outperforms-market-on-strong-trading-day-01636407928-1fd6e57f3b67?mod=mw_quote_news
CARR,"  Carrier Global Corp. stock rises Friday, outperforms market",https://www.marketwatch.com/story/carrier-global-corp-stock-rises-friday-outperforms-market-01636753320-b1e69dda7a85?mod=mw_quote_news
CARR,"  Carrier Global Corp. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/carrier-global-corp-stock-falls-thursday-underperforms-market-01636666920-d106081d18bf?mod=mw_quote_news
CARR,"  Carrier Global Corp. stock falls Wednesday, still outperforms market",https://www.marketwatch.com/story/carrier-global-corp-stock-falls-wednesday-still-outperforms-market-01636580518-1e62a45928de?mod=mw_quote_news
CARR,  Carrier Global Corp. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/carrier-global-corp-stock-outperforms-competitors-on-strong-trading-day-01636494126-e7b724e21dff?mod=mw_quote_news
CARR,"  Carrier Global Corp. stock falls Friday, underperforms market",https://www.marketwatch.com/story/carrier-global-corp-stock-falls-friday-underperforms-market-01636144939-ffe1a11bca0a?mod=mw_quote_news
CBRE,  CBRE Group Inc. Cl A stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/cbre-group-inc-cl-a-stock-underperforms-friday-when-compared-to-competitors-01636753370-c3960afc970a?mod=mw_quote_news
CBRE,"  CBRE Group Inc. Cl A stock rises Thursday, outperforms market",https://www.marketwatch.com/story/cbre-group-inc-cl-a-stock-rises-thursday-outperforms-market-01636666969-4d203e9ff88e?mod=mw_quote_news
CBRE,"  CBRE Group Inc. Cl A stock falls Wednesday, underperforms market",https://www.marketwatch.com/story/cbre-group-inc-cl-a-stock-falls-wednesday-underperforms-market-01636580565-1a35869b0452?mod=mw_quote_news
CBRE,"  CBRE Group Inc. Cl A stock remains steady Tuesday, still outperforms market",https://www.marketwatch.com/story/cbre-group-inc-cl-a-stock-remains-steady-tuesday-still-outperforms-market-01636494182-5bd0a3dbf2db?mod=mw_quote_news
CBRE,"  CBRE Group Inc. Cl A stock falls Monday, underperforms market",https://www.marketwatch.com/story/cbre-group-inc-cl-a-stock-falls-monday-underperforms-market-01636407774-04fed61d5a99?mod=mw_quote_news
CERN,"  Cerner Corp. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/cerner-corp-stock-rises-friday-still-underperforms-market-01636753394-8e55e18c43df?mod=mw_quote_news
CERN,  Cerner Corp. stock outperforms market on strong trading day,https://www.marketwatch.com/story/cerner-corp-stock-outperforms-market-on-strong-trading-day-01636666992-e0bbc46d8518?mod=mw_quote_news
CERN,  Cerner Corp. stock underperforms Wednesday when compared to competitors despite daily gains,https://www.marketwatch.com/story/cerner-corp-stock-underperforms-wednesday-when-compared-to-competitors-despite-daily-gains-01636580594-ff6da7f60023?mod=mw_quote_news
CERN,"  Cerner Corp. stock falls Tuesday, underperforms market",https://www.marketwatch.com/story/cerner-corp-stock-falls-tuesday-underperforms-market-01636494202-49a172fed0cb?mod=mw_quote_news
CERN,"  Cerner Corp. stock falls Monday, underperforms market",https://www.marketwatch.com/story/cerner-corp-stock-falls-monday-underperforms-market-01636407796-940abf75b34a?mod=mw_quote_news
CHTR,  ‘I’ve given them thousands of dollars over the last 15 years’ — how one woman got $100 when her internet went down,https://www.marketwatch.com/story/this-woman-got-a-100-refund-when-her-internet-went-down-heres-how-you-can-receive-the-same-11636570639?mod=mw_quote_news
CHTR,  Charter Communications Inc. Cl A stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/charter-communications-inc-cl-a-stock-underperforms-friday-when-compared-to-competitors-01636753444-67b0222da154?mod=mw_quote_news
CHTR,  Charter Communications Inc. Cl A stock underperforms Thursday when compared to competitors,https://www.marketwatch.com/story/charter-communications-inc-cl-a-stock-underperforms-thursday-when-compared-to-competitors-01636667043-3fd3b99172d4?mod=mw_quote_news
CHTR,  Charter Communications Inc. Cl A stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/charter-communications-inc-cl-a-stock-outperforms-competitors-on-strong-trading-day-01636580644-4786b86b0572?mod=mw_quote_news
CHTR,  Charter Communications Inc. Cl A stock outperforms market on strong trading day,https://www.marketwatch.com/story/charter-communications-inc-cl-a-stock-outperforms-market-on-strong-trading-day-01636494253-11cf923b1979?mod=mw_quote_news
CHD,  Church & Dwight Co. stock underperforms Friday when compared to competitors,https://www.marketwatch.com/story/church-dwight-co-stock-underperforms-friday-when-compared-to-competitors-01636753428-f9f159d6e042?mod=mw_quote_news
CHD,  Church & Dwight Co. stock outperforms competitors despite losses on the day,https://www.marketwatch.com/story/church-dwight-co-stock-outperforms-competitors-despite-losses-on-the-day-01636667028-5d4585c8bd66?mod=mw_quote_news
CHD,  Church & Dwight Co. stock underperforms Wednesday when compared to competitors despite daily gains,https://www.marketwatch.com/story/church-dwight-co-stock-underperforms-wednesday-when-compared-to-competitors-despite-daily-gains-01636580635-94d819923ff1?mod=mw_quote_news
CHD,"  Church & Dwight Co. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/church-dwight-co-stock-rises-tuesday-outperforms-market-01636494237-799b2448e756?mod=mw_quote_news
CHD,"  Church & Dwight Co. stock falls Monday, underperforms market",https://www.marketwatch.com/story/church-dwight-co-stock-falls-monday-underperforms-market-01636407832-280275b8c64f?mod=mw_quote_news
CSCO,"  Cisco Systems Inc. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/cisco-systems-inc-stock-rises-friday-still-underperforms-market-01636753602-87242db207b7?mod=mw_quote_news
CSCO,  Never Mind Zoom. These 3 Stocks Are the Next Wave of Cloud Communications.,https://www.marketwatch.com/articles/cloud-stocks-call-centers-51636749770?mod=mw_quote_news
CSCO,  Hewlett Packard Enterprise Stock Slides After a Goldman Downgrade. Why Now Is the Time to Sell.,https://www.marketwatch.com/articles/hewlett-packard-enterprise-hpe-stock-downgrade-51636722982?mod=mw_quote_news
CSCO,"  Cisco Systems Inc. stock falls Thursday, underperforms market",https://www.marketwatch.com/story/cisco-systems-inc-stock-falls-thursday-underperforms-market-01636667199-d7d51ceac968?mod=mw_quote_news
CSCO,  Cisco Systems Inc. stock outperforms market on strong trading day,https://www.marketwatch.com/story/cisco-systems-inc-stock-outperforms-market-on-strong-trading-day-01636580802-3bc2f72f8bf7?mod=mw_quote_news
CLX,"  Clorox Co. stock rises Friday, still underperforms market",https://www.marketwatch.com/story/clorox-co-stock-rises-friday-still-underperforms-market-01636753460-f3733f779c8f?mod=mw_quote_news
CLX,  Clorox Co. stock outperforms competitors on strong trading day,https://www.marketwatch.com/story/clorox-co-stock-outperforms-competitors-on-strong-trading-day-01636667057-2ec89e2b07c0?mod=mw_quote_news
CLX,  Clorox Co. stock underperforms Wednesday when compared to competitors,https://www.marketwatch.com/story/clorox-co-stock-underperforms-wednesday-when-compared-to-competitors-01636580660-7c5a92822157?mod=mw_quote_news
CLX,"  Clorox Co. stock rises Tuesday, outperforms market",https://www.marketwatch.com/story/clorox-co-stock-rises-tuesday-outperforms-market-01636494270-a08ea6620f92?mod=mw_quote_news
CLX,"  Clorox Co. stock rises Monday, outperforms market",https://www.marketwatch.com/story/clorox-co-stock-rises-monday-outperforms-market-01636407860-113c1ddc693c?mod=mw_quote_news
CTSH,"  Cognizant Technology Solutions Corp. stock rises Friday, outperforms market",https://www.marketwatch.com/story/cognizant-technology-solutions-corp-stock-rises-friday-outperforms-market-01636753605-3759a4185889?mod=mw_quote_news
